name,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,defense + hit,height_m,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,attack&defense,Total
Clawitzer,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,3840,70,500,55,Howitzer Pokémon,88,1250000,71,159,1.3,Clawitzer,50,693,120,89,59,water,,35.3,6,0,209,427
Mesprit,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,Emotion Pokémon,105,1250000,80,185,0.3,Mesprit,,481,105,105,80,psychic,,0.3,4,1,210,475
Mismagius,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,Magical Pokémon,60,800000,60,120,0.9,Mismagius,50,429,105,105,105,ghost,,4.4,4,0,210,435
Reuniclus,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,490,50,Multiplying Pokémon,75,1059860,110,185,1,Reuniclus,50,579,125,85,30,psychic,,20.1,5,0,210,425
Porygon-Z,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual Pokémon,70,1000000,85,155,0.9,Porygon-Z,,474,135,75,90,normal,,34,4,0,210,455
Jynx,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,50,6400,70,455,45,Humanshape Pokémon,35,1000000,65,100,1.4,Jynx,0,124,115,95,95,ice,psychic,40.6,1,0,210,405
Blissey,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,10240,140,540,30,Happiness Pokémon,10,800000,255,265,1.5,Blissey,0,242,75,135,55,normal,,46.8,2,0,210,530
Blaziken,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,160,5120,70,630,45,Blaze Pokémon,80,1059860,80,160,1.9,Blaziken,88.1,257,130,80,100,fire,fighting,52,3,0,210,470
Lucario,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,Aura Pokémon,88,1059860,70,158,1.2,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0,210,480
Moltres,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,100,20480,35,580,3,Flame Pokémon,90,1250000,90,180,2,Moltres,,146,125,85,90,fire,flying,60,1,1,210,480
Slowbro,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,590,75,Hermit Crab Pokémon,180,1000000,95,275,1.6,Slowbro,50,80,130,80,30,water,psychic,78.5,1,0,210,515
Slowking,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,490,70,Royal Pokémon,80,1000000,95,175,2,Slowking,50,199,100,110,30,water,psychic,79.5,2,0,210,415
Salamence,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,45,Dragon Pokémon,130,1250000,95,225,1.5,Salamence,50,373,120,90,120,dragon,flying,102.6,3,0,210,555
Rotom,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,Plasma Pokémon,107,1000000,50,157,0.3,Rotom,,479,105,107,86,electric,ghost,0.3,4,0,212,455
Empoleon,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,530,45,Emperor Pokémon,88,1059860,84,172,1.7,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0,212,444
Delphox,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,534,45,Fox Pokémon,72,1059860,75,147,1.5,Delphox,88.1,655,114,100,104,fire,psychic,39,6,0,214,465
Altaria,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,590,45,Humming Pokémon,110,600000,75,185,1.1,Altaria,50,334,110,105,80,dragon,flying,20.6,3,0,215,480
Pidgeot,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,80,3840,70,579,45,Bird Pokémon,80,1059860,83,163,1.5,Pidgeot,50,18,135,80,121,normal,flying,39.5,1,0,215,499
Manectric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,575,45,Discharge Pokémon,80,1250000,70,150,1.5,Manectric,50,310,135,80,135,electric,,40.2,3,0,215,500
Zapdos,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,90,20480,35,580,3,Electric Pokémon,85,1250000,90,175,1.6,Zapdos,,145,125,90,100,electric,flying,52.6,1,1,215,490
Genesect,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,71,166,1.5,Genesect,,649,120,95,99,bug,steel,82.5,5,1,215,480
Garchomp,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,Mach Pokémon,115,1250000,108,223,1.9,Garchomp,50,445,120,95,92,dragon,ground,95,4,0,215,530
Hydreigon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,92,182,1.8,Hydreigon,50,635,125,90,98,dark,dragon,160,5,0,215,495
Raikou,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,580,3,Thunder Pokémon,75,1250000,90,165,1.9,Raikou,,243,115,100,115,electric,,178,2,1,215,495
Tyranitar,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,10240,35,700,45,Armor Pokémon,150,1250000,100,250,2,Tyranitar,50,248,95,120,71,rock,dark,202,2,0,215,536
Metagross,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,Iron Leg Pokémon,150,1250000,80,230,1.6,Metagross,,376,105,110,110,steel,psychic,550,3,0,215,555
Necrozma,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,107,30720,0,600,3,Prism Pokémon,101,1250000,97,198,2.4,Necrozma,,800,127,89,79,psychic,,230,7,1,216,493
Keldeo,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,91,181,1.4,Keldeo,,647,129,90,108,water,fighting,48.5,5,1,219,508
Virizion,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,580,3,Grassland Pokémon,72,1250000,91,163,2,Virizion,,640,90,129,108,grass,fighting,200,5,1,219,490
Beheeyem,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5120,70,485,90,Cerebral Pokémon,75,1000000,75,150,1,Beheeyem,50,606,125,95,40,psychic,,34.5,5,0,220,410
Vikavolt,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,3840,70,500,45,Stag Beetle Pokémon,90,1000000,77,167,1.5,Vikavolt,50,738,145,75,43,bug,electric,45,7,0,220,430
Mr. Mime,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,6400,70,460,45,Barrier Pokémon,65,1000000,40,105,1.3,Mr. Mime,50,122,100,120,90,psychic,fairy,54.5,1,0,220,415
Articuno,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,85,20480,35,580,3,Freeze Pokémon,100,1250000,90,190,1.7,Articuno,,144,95,125,85,ice,flying,55.4,1,1,220,495
Magmortar,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast Pokémon,67,1000000,75,142,1.6,Magmortar,75.4,467,125,95,83,fire,,68,4,0,220,445
Dragalge,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,5120,70,494,55,Mock Kelp Pokémon,90,1000000,65,155,1.8,Dragalge,50,691,97,123,44,poison,dragon,81.5,6,0,220,419
Magnezone,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area Pokémon,115,1000000,70,185,1.2,Magnezone,,462,130,90,60,electric,steel,180,4,0,220,465
Volcanion,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,30720,100,600,3,Steam Pokémon,120,1250000,80,200,1.7,Volcanion,,721,130,90,70,fire,water,195,6,1,220,490
Mantine,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,6400,70,485,25,Kite Pokémon,70,1250000,85,155,2.1,Mantine,50,226,80,140,70,water,flying,220,2,0,220,445
Zekrom,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,100,220,2.9,Zekrom,,644,120,100,90,dragon,electric,345,5,1,220,530
Giratina,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,150,250,4.5,Giratina,,487,120,100,90,ghost,dragon,750,4,1,220,560
Greninja,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,72,139,1.5,Greninja,88.1,658,153,71,132,water,dark,40,6,0,224,495
Tapu Fini,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,75,3840,70,570,3,Land Spirit Pokémon,115,1250000,70,185,1.3,Tapu Fini,,788,95,130,85,water,fairy,21.2,7,1,225,495
Glaceon,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,65,175,0.8,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0,225,465
Espeon,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,8960,70,525,45,Sun Pokémon,60,1000000,65,125,0.9,Espeon,88.1,196,130,95,110,psychic,,26.5,2,0,225,460
Darkrai,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,Pitch-Black Pokémon,90,1250000,70,160,1.5,Darkrai,,491,135,90,125,dark,,50.5,4,1,225,510
Thundurus,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,79,149,1.5,Thundurus,100,642,145,80,101,electric,flying,61,5,1,225,475
Milotic,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,95,174,6.2,Milotic,50,350,100,125,81,water,,162,3,0,225,480
Registeel,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,Iron Pokémon,150,1250000,80,230,1.9,Registeel,,379,75,150,50,steel,,205,3,1,225,505
Probopass,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,Compass Pokémon,145,1000000,60,205,1.4,Probopass,50,476,75,150,40,rock,steel,340,4,0,225,470
Drampa,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,60,5120,70,485,70,Placid Pokémon,85,1000000,78,163,3,Drampa,50,780,135,91,36,normal,dragon,185,7,0,226,425
Yveltal,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,30720,0,680,45,Destruction Pokémon,95,1250000,126,221,5.8,Yveltal,,717,131,98,99,dark,flying,203,6,1,229,549
Xerneas,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,30720,0,680,45,Life Pokémon,95,1250000,126,221,3,Xerneas,,716,131,98,99,fairy,,215,6,1,229,549
Roserade,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,Bouquet Pokémon,65,1059860,60,125,0.9,Roserade,50,407,125,105,90,grass,poison,14.5,4,0,230,445
Houndoom,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,600,45,Dark Pokémon,90,1250000,75,165,1.4,Houndoom,50,229,140,90,115,dark,fire,35,2,0,230,510
Sceptile,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,5120,70,630,45,Forest Pokémon,75,1059860,70,145,1.7,Sceptile,88.1,254,145,85,145,grass,,52.2,3,0,230,520
Cryogonal,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,80,130,1.1,Cryogonal,,615,95,135,105,ice,,148,5,0,230,465
Chandelure,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,5120,70,520,45,Luring Pokémon,90,1059860,60,150,1,Chandelure,50,609,145,90,80,ghost,fire,34.3,5,0,235,465
Togekiss,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,Jubilee Pokémon,95,800000,85,180,1.5,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0,235,495
Heatran,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,Lava Dome Pokémon,106,1250000,91,197,1.7,Heatran,50,485,130,106,77,fire,steel,430,4,1,236,510
Abomasnow,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,Frosted Tree Pokémon,105,1250000,90,195,2.2,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0,237,462
Shuckle,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,5120,70,505,190,Mold Pokémon,230,1059860,20,250,0.6,Shuckle,50,213,10,230,5,bug,rock,20.5,2,0,240,495
Sylveon,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,525,45,Intertwining Pokémon,65,1000000,95,160,1,Sylveon,88.1,700,110,130,60,fairy,,23.5,6,0,240,460
Volcarona,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,550,15,Sun Pokémon,65,1250000,85,150,1.6,Volcarona,50,637,135,105,100,bug,fire,46,5,0,240,490
Arceus,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,Alpha Pokémon,120,1250000,120,240,3.2,Arceus,,493,120,120,120,normal,,320,4,1,240,600
Groudon,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,Continent Pokémon,160,1250000,100,260,3.5,Groudon,,383,150,90,90,ground,,950,3,1,240,590
Primarina,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,530,45,Soloist Pokémon,74,1059860,80,154,1.8,Primarina,88.1,730,126,116,60,water,fairy,44,7,0,242,456
Venusaur,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,100,5120,70,625,45,Seed Pokémon,123,1059860,80,203,2,Venusaur,88.1,3,122,120,80,grass,poison,100,1,0,242,525
Xurkitree,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,89,30720,0,570,30,Glowing Pokémon,71,1250000,83,154,3.8,Xurkitree,,796,173,71,83,electric,,100,7,1,244,481
Lunala,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,113,30720,0,680,45,Moone Pokémon,89,1250000,137,226,4,Lunala,,792,137,107,97,psychic,ghost,120,7,1,244,567
Lugia,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,Diving Pokémon,130,1250000,106,236,5.2,Lugia,,249,90,154,110,psychic,flying,216,2,1,244,590
Tapu Lele,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,3840,70,570,3,Land Spirit Pokémon,75,1250000,70,145,1.2,Tapu Lele,,786,130,115,95,psychic,fairy,18.6,7,1,245,485
Magearna,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,95,30720,0,600,3,Artificial Pokémon,115,1250000,80,195,1,Magearna,,801,130,115,65,steel,fairy,80.5,7,1,245,505
Darmanitan,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,Blazing Pokémon,105,1059860,105,210,1.3,Darmanitan,50,555,140,105,55,fire,fire,92.9,5,0,245,510
Blastoise,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,103,5120,70,630,45,Shellfish Pokémon,120,1059860,79,199,1.6,Blastoise,88.1,9,135,115,78,water,,85.5,1,0,250,527
Camerupt,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,5120,70,560,150,Eruption Pokémon,100,1000000,70,170,1.9,Camerupt,50,323,145,105,20,fire,ground,220,3,0,250,440
Dialga,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal Pokémon,120,1250000,100,220,5.4,Dialga,,483,150,100,90,steel,dragon,683,4,1,250,560
Floette,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,120,Fairy Pokémon,67,1000000,74,141,0.2,Floette,0,670,125,128,92,fairy,,0.9,6,0,253,486
Nihilego,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,53,30720,0,570,45,Parasite Pokémon,47,1250000,109,156,1.2,Nihilego,,793,127,131,103,rock,poison,55.5,7,1,258,517
Goodra,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,45,Dragon Pokémon,70,1250000,90,160,2,Goodra,50,706,110,150,80,dragon,,150.5,6,0,260,500
Ho-Oh,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,Rainbow Pokémon,90,1250000,106,196,3.8,Ho-Oh,,250,110,154,90,fire,flying,199,2,1,264,550
Gengar,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,65,5120,70,600,45,Shadow Pokémon,80,1059860,60,140,1.5,Gengar,50,94,170,95,130,ghost,poison,40.5,1,0,265,535
Florges,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,45,Garden Pokémon,68,1000000,78,146,1.1,Florges,0,671,112,154,75,fairy,,10,6,0,266,487
Diancie,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,160,6400,70,700,3,Jewel Pokémon,110,1250000,50,160,0.7,Diancie,,719,160,110,110,rock,fairy,8.8,6,1,270,540
Kyurem,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,125,215,3,Kyurem,,646,170,100,95,dragon,ice,325,5,1,270,580
Reshiram,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,680,3,Vast White Pokémon,100,1250000,100,200,3.2,Reshiram,,643,150,120,90,dragon,fire,330,5,1,270,560
Palkia,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,Spatial Pokémon,100,1250000,90,190,4.2,Palkia,,484,150,120,100,water,dragon,336,4,1,270,560
Charizard,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,104,5120,70,634,45,Flame Pokémon,78,1059860,78,156,1.7,Charizard,88.1,6,159,115,100,fire,flying,90.5,1,0,274,530
Wishiwashi,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,140,3840,70,620,60,Small Fry Pokémon,130,800000,45,175,0.2,Wishiwashi,50,746,140,135,30,water,,0.3,7,0,275,480
Ampharos,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,95,5120,70,610,45,Light Pokémon,105,1059860,90,195,1.4,Ampharos,50,181,165,110,45,electric,,61.5,2,0,275,515
Alakazam,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,600,50,Psi Pokémon,65,1059860,55,120,1.5,Alakazam,75.4,65,175,105,150,psychic,,48,1,0,280,550
Latios,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,Eon Pokémon,100,1250000,80,180,2,Latios,100,381,160,120,110,dragon,psychic,60,3,1,280,570
Rayquaza,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,Sky High Pokémon,100,1250000,105,205,7,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1,280,600
Latias,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,Eon Pokémon,120,1250000,80,200,1.4,Latias,0,380,140,150,110,dragon,psychic,40,3,1,290,600
Gardevoir,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,618,45,Embrace Pokémon,65,1250000,68,133,1.6,Gardevoir,50,282,165,135,100,psychic,fairy,48.4,3,0,300,533
Regice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,Iceberg Pokémon,100,1250000,80,180,1.8,Regice,,378,100,200,50,ice,,175,3,1,300,530
Hoopa,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,1250000,80,140,,Hoopa,,720,170,130,80,psychic,ghost,,6,1,300,520
Mewtwo,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,150,30720,0,780,3,Genetic Pokémon,70,1250000,106,176,2,Mewtwo,,150,194,120,140,psychic,,122,1,1,314,630
Finin,,,,,,,,,,,,,,,,,,,140,,,,,Ground Dragon Cat Pokemon,116,1250000,92,208,0.8,Finin,80,1001,121,200,146,ground,dragon,12,3,1,321,675
Kyogre,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,Sea Basin Pokémon,90,1250000,100,190,4.5,Kyogre,,382,180,160,90,water,,352,3,1,340,620
Comet,,,,,,,,,,,,,,,,,,,255,,,800,1,Space pokemon,300,1255000,600,900,1.5,,,1002,1255,2000,11000,space,legendary,50,14,1,3255,15155
